No. Acto;Procedencia;Tipo de Documento;Fecha Pagado;Valor Base Gravable;Impuesto de Registro;Intereses;Total Impuesto de Registro;Origen Pago
71;NOTARIA CUARTA;ESCRITURA;2018-04-09;105000000;1050000;0;1050000;Pago con codbarra
71;NOTARIA TERCERA;ESCRITURA;2018-04-05;59000000;590000;0;590000;Efecty
71;NOTARIA UNICA CUMBAL;ESCRITURA;2018-04-02;1000000;10000;0;10000;Efecty
48;NOTARIA CUARTA;ESCRITURA;2018-04-05;0;104200;0;104200;Pago con codbarra
38;NOTARIA TERCERA;ESCRITURA;2018-04-02;0;104200;0;104200;Pago con codbarra
1;NOTARIA TERCERA;ESCRITURA;2018-04-04;0;104200;0;104200;Efecty
71;NOTARIA CUARTA;ESCRITURA;2018-04-03;7000000;70000;0;70000;Efecty
71;NOTARIA TERCERA;ESCRITURA;2018-04-06;38100000;381000;0;381000;Pago con codbarra
71;NOTARIA TERCERA;ESCRITURA;2018-04-02;29550000;295500;0;295500;Pago con codbarra
23;NOTARIA CUARTA;ESCRITURA;2018-04-02;55000000;654200;0;654200;Efecty
134;NOTARIA PRIMERATUQUERRES;ACTA;2018-04-02;0;104200;0;104200;Efecty
38;NOTARIA PRIMERA  IPIALES;ESCRITURA;2018-04-27;0;104200;0;104200;Efecty
71;NOTARIA PRIMERA;ESCRITURA;2018-04-02;26300000;263000;0;263000;Efecty
38;NOTARIA PRIMERA;ESCRITURA;2018-04-04;0;104200;0;104200;Efecty
187;NOTARIA PRIMERATUQUERRES;ACTA;2018-04-02;0;208400;0;208400;Efecty
187;NOTARIA UNICA TUMACO;ACTA;2018-04-12;0;104200;0;104200;Efecty
88;NOTARIA UNICA TUMACO;ACTA;2018-04-02;2200000;119600;0;119600;Efecty
276;GOBERNACION;REGISTRO NACIONAL DE TURISMO;2018-04-02;0;104200;0;104200;Efecty
16;NOTARIA CUARTA;ESCRITURA;2018-04-04;100000000;1312500;0;1312500;Pago con codbarra
106;NOTARIA SEGUNDA;ESCRITURA;2018-04-16;2500000;25000;0;25000;Pago con codbarra
106;NOTARIA SEGUNDA;ESCRITURA;2018-04-16;63320000;633200;0;633200;Pago con codbarra
74;NOTARIA SEGUNDA;ESCRITURA;2018-04-04;5000000;50000;0;50000;Pago con codbarra
71;NOTARIA SEGUNDA;ESCRITURA;2018-04-05;5000000;50000;0;50000;Efecty
71;NOTARIA PRIMERA  IPIALES;ESCRITURA;2018-04-02;30000000;300000;8100;308100;Efecty
71;NOTARIA UNICA SAMANIEGO;ESCRITURA;2018-04-03;11500000;115000;0;115000;Efecty
276;GOBERNACION;CAMARA DE COMERCIO;2018-04-02;0;104200;0;104200;SAES
276;GOBERNACION;CAMARA DE COMERCIO;2018-04-02;0;104200;0;104200;SAES
276;GOBERNACION;CAMARA DE COMERCIO;2018-04-02;0;104200;0;104200;SAES
71;GOBERNACION;ESCRITURA;2018-04-02;2000000;20000;0;20000;SAES
88;NOTARIA UNICA TUMACO;ACTA;2018-04-02;20000000;244200;0;244200;Efecty
71;GOBERNACION;ESCRITURA;2018-04-02;1000000;10000;0;10000;SAES
165;NOTARIA PRIMERATUQUERRES;ESCRITURA;2018-04-03;119737000;1197400;0;1197400;Efecty
136;NOTARIA UNICA TUMACO;ACTA;2018-04-02;0;208400;0;208400;Efecty
276;NOTARIA UNICA TUMACO;REGISTRO NACIONAL DE TURISMO;2018-04-02;0;104200;0;104200;Efecty
276;NOTARIA UNICA TUMACO;REGISTRO NACIONAL DE TURISMO;2018-04-02;0;104200;0;104200;Efecty
2;NOTARIA CUARTA;ESCRITURA;2018-04-02;0;104200;0;104200;Efecty
71;NOTARIA SEGUNDA;ESCRITURA;2018-04-06;64600000;646000;0;646000;Pago con codbarra
71;GOBERNACION;ESCRITURA;2018-04-02;1100000;11000;0;11000;Efecty
74;NOTARIA SEGUNDA;ESCRITURA;2018-04-02;1000000;10000;0;10000;Pago con codbarra
165;GOBERNACION;ESCRITURA;2018-04-02;6375000;63800;90300;154100;SAES
71;GOBERNACION;ESCRITURA;2018-04-02;2000000;20000;0;20000;Efecty
71;NOTARIA SEGUNDA;ESCRITURA;2018-04-02;1000000;10000;0;10000;Pago con codbarra
10;NOTARIA SEGUNDA;ESCRITURA;2018-04-10;101125000;1011300;0;1011300;Efecty
71;GOBERNACION;ESCRITURA;2018-04-02;800000;8000;0;8000;Efecty
71;GOBERNACION;ESCRITURA;2018-04-02;5000000;50000;0;50000;Efecty
308;GOBERNACION;CAMARA DE COMERCIO;2018-04-02;0;104200;4600;108800;SAES
104;GOBERNACION;CAMARA DE COMERCIO;2018-04-02;0;104200;0;104200;SAES
48;NOTARIA PRIMERA  IPIALES;ESCRITURA;2018-04-02;0;104200;0;104200;Efecty
276;GOBERNACION;ACTA;2018-04-02;0;104200;0;104200;SAES
276;NOTARIA UNICA TUMACO;REGISTRO NACIONAL DE TURISMO;2018-04-02;0;104200;0;104200;Efecty
276;GOBERNACION;ACTA;2018-04-02;0;104200;0;104200;SAES
276;GOBERNACION;ACTA;2018-04-02;0;104200;0;104200;SAES
300;NOTARIA PRIMERA  IPIALES;ESCRITURA;2018-04-02;500000;5000;0;5000;Efecty
71;NOTARIA PRIMERATUQUERRES;ESCRITURA;2018-04-02;8000000;80000;0;80000;Efecty
276;GOBERNACION;CAMARA DE COMERCIO;2018-04-02;0;104200;0;104200;SAES
71;GOBERNACION;ESCRITURA;2018-04-02;2100000;21000;0;21000;SAES
300;NOTARIA PRIMERA  IPIALES;ESCRITURA;2018-04-02;1000000;10000;0;10000;Efecty
63;GOBERNACION;ESCRITURA;2018-04-02;0;104200;7400;111600;SAES
71;GOBERNACION;ESCRITURA;2018-04-02;1000000;10000;900;10900;SAES
263;GOBERNACION;ACTA;2018-04-02;0;104200;0;104200;SAES
1;NOTARIA PRIMERATUQUERRES;ESCRITURA;2018-04-02;5000000;154200;0;154200;Efecty
71;GOBERNACION;ESCRITURA;2018-04-02;1000000;10000;800;10800;Efecty
71;GOBERNACION;ESCRITURA;2018-04-02;1000000;10000;600;10600;Efecty
71;GOBERNACION;ESCRITURA;2018-04-02;1000000;10000;600;10600;Efecty
71;GOBERNACION;ESCRITURA;2018-04-02;8700000;87000;3100;90100;Efecty
71;NOTARIA CUARTA;ESCRITURA;2018-04-02;78400000;784000;23900;807900;Pago con codbarra
71;GOBERNACION;ESCRITURA;2018-04-02;12300000;123000;1200;124200;Efecty
71;GOBERNACION;ESCRITURA;2018-04-02;9700000;97000;200;97200;Efecty
71;NOTARIA PRIMERATUQUERRES;ESCRITURA;2018-04-02;10000000;100000;0;100000;Efecty
71;GOBERNACION;ESCRITURA;2018-04-02;10000000;100000;0;100000;Efecty
71;GOBERNACION;ESCRITURA;2018-04-02;1000000;10000;0;10000;Efecty
1;GOBERNACION;ESCRITURA;2018-04-02;0;104200;0;104200;SAES
261;GOBERNACION;CAMARA DE COMERCIO;2018-04-02;2500000;17500;0;17500;Efecty
71;GOBERNACION;ESCRITURA;2018-04-02;2100000;21000;0;21000;Efecty
325;NOTARIA UNICA TUMACO;ESCRITURA;2018-04-02;51565000;515700;0;515700;Efecty
300;NOTARIA PRIMERA  IPIALES;ESCRITURA;2018-04-02;500000;5000;0;5000;Efecty
71;NOTARIA PRIMERATUQUERRES;ESCRITURA;2018-04-02;15000000;150000;0;150000;Efecty
185;GOBERNACION;ACTA;2018-04-03;0;208400;0;208400;SAES
71;GOBERNACION;ESCRITURA;2018-04-02;1000000;10000;0;10000;SAES
23;NOTARIA TERCERA;ESCRITURA;2018-04-02;0;104200;0;104200;Pago con codbarra
38;NOTARIA TERCERA;ESCRITURA;2018-04-03;0;104200;0;104200;Pago con codbarra
71;NOTARIA UNICA TUMACO;ESCRITURA;2018-04-02;23500000;235000;0;235000;Efecty
1;NOTARIA CUARTA;ESCRITURA;2018-04-05;62000000;724200;0;724200;Pago con codbarra
71;NOTARIA PRIMERATUQUERRES;ESCRITURA;2018-04-02;1000000;10000;5000;15000;Efecty
4;NOTARIA CUARTA;ESCRITURA;2018-04-23;2000000;124200;0;124200;Efecty
71;NOTARIA PRIMERATUQUERRES;ESCRITURA;2018-04-02;1000000;10000;5000;15000;Efecty
39;NOTARIA UNICA TUMACO;ESCRITURA;2018-04-02;0;104200;0;104200;Efecty
23;NOTARIA SEGUNDA;ESCRITURA;2018-04-02;0;104200;0;104200;Efecty
71;NOTARIA TERCERA;ESCRITURA;2018-04-02;5000000;50000;0;50000;Pago con codbarra
71;GOBERNACION;CAMARA DE COMERCIO;2018-04-02;1000000;10000;0;10000;SAES
38;GOBERNACION;ESCRITURA;2018-04-02;0;104200;0;104200;Efecty
190;GOBERNACION;CAMARA DE COMERCIO;2018-04-02;410000000;2974200;0;2974200;Efecty
71;NOTARIA PRIMERATUQUERRES;ESCRITURA;2018-04-02;10300000;103000;0;103000;Efecty
276;GOBERNACION;ACTA;2018-04-02;0;104200;0;104200;SAES
71;NOTARIA CUARTA;ESCRITURA;2018-04-02;12000000;120000;0;120000;Efecty
112;NOTARIA CUARTA;ESCRITURA;2018-04-05;48000000;480000;0;480000;Pago con codbarra
185;GOBERNACION;CAMARA DE COMERCIO;2018-04-02;89000000;727200;0;727200;SAES
300;NOTARIA PRIMERATUQUERRES;ESCRITURA;2018-04-03;35000000;350000;0;350000;Efecty
190;GOBERNACION;ACTA;2018-04-02;6000000;146200;0;146200;SAES
87;NOTARIA PRIMERA  IPIALES;ESCRITURA;2018-04-03;5000000;154200;0;154200;Efecty
71;GOBERNACION;ESCRITURA;2018-04-02;2000000;20000;0;20000;Efecty
71;NOTARIA CUARTA;ESCRITURA;2018-04-05;65780000;657800;0;657800;Efecty
16;NOTARIA PRIMERA  IPIALES;ESCRITURA;2018-04-03;74400000;1079000;0;1079000;Efecty
10;NOTARIA UNICA CUMBAL;ESCRITURA;2018-04-02;28800000;288000;0;288000;Efecty
71;NOTARIA TERCERA;ESCRITURA;2018-04-03;86000000;1068400;0;1068400;Efecty
300;NOTARIA PRIMERATUQUERRES;ESCRITURA;2018-04-12;12000000;120000;0;120000;Efecty
38;NOTARIA TERCERA;ESCRITURA;2018-04-04;0;104200;0;104200;Pago con codbarra
71;NOTARIA TERCERA;ESCRITURA;2018-04-05;4000000;40000;0;40000;Pago con codbarra
74;NOTARIA UNICA SANDONA;ESCRITURA;2018-04-03;6771529;67700;0;67700;SAES
71;GOBERNACION;ESCRITURA;2018-04-02;34000000;444200;0;444200;SAES
165;GOBERNACION;ESCRITURA;2018-04-02;95500;1000;0;1000;SAES
71;GOBERNACION;ESCRITURA;2018-04-09;38048000;380500;29500;410000;SAES
190;GOBERNACION;ACTA;2018-04-02;10000000;174200;0;174200;SAES
71;NOTARIA PRIMERATUQUERRES;ESCRITURA;2018-04-02;4000000;40000;0;40000;Efecty
71;NOTARIA CUARTA;ESCRITURA;2018-04-04;5000000;50000;0;50000;Efecty
71;NOTARIA CUARTA;ESCRITURA;2018-04-03;4000000;40000;0;40000;Efecty
71;NOTARIA UNICA SANDONA;ESCRITURA;2018-04-03;17000000;170000;0;170000;SAES
276;GOBERNACION;ACTA;2018-04-02;0;104200;0;104200;SAES
74;NOTARIA UNICA SANDONA;ESCRITURA;2018-04-03;5000000;50000;0;50000;SAES
320;NOTARIA PRIMERA;ESCRITURA;2018-04-03;75000000;750000;0;750000;Pago con codbarra
71;NOTARIA UNICA SANDONA;ESCRITURA;2018-04-03;8000000;80000;0;80000;SAES
190;GOBERNACION;ACTA;2018-04-02;40000000;384200;0;384200;SAES
38;NOTARIA PRIMERA;ESCRITURA;2018-04-12;76870500;1081300;0;1081300;Efecty
71;NOTARIA PRIMERA  IPIALES;ESCRITURA;2018-04-02;101000000;1010000;0;1010000;Pago con codbarra
261;GOBERNACION;ACTA;2018-04-02;10000000;70000;0;70000;SAES
71;NOTARIA UNICA SANDONA;ESCRITURA;2018-04-03;38845000;388500;0;388500;SAES
190;GOBERNACION;ACTA;2018-04-02;20000000;244200;0;244200;SAES
71;NOTARIA UNICA SANDONA;ESCRITURA;2018-04-03;4000000;40000;0;40000;SAES
112;NOTARIA CUARTA;ESCRITURA;2018-04-02;17295316;173000;0;173000;Efecty
106;NOTARIA PRIMERA  IPIALES;ESCRITURA;2018-04-02;3000000;15000;0;15000;Efecty
71;GOBERNACION;ESCRITURA;2018-04-02;120000000;1304200;0;1304200;SAES
330;NOTARIA PRIMERA  IPIALES;OFICIO;2018-04-02;183362950;1833600;0;1833600;Efecty
300;NOTARIA PRIMERA  IPIALES;ESCRITURA;2018-04-02;9000000;90000;0;90000;Efecty
71;NOTARIA PRIMERA  IPIALES;ESCRITURA;2018-04-02;10000000;100000;0;100000;Efecty
317;GOBERNACION;ESCRITURA;2018-04-02;0;104200;0;104200;SAES
261;GOBERNACION;ACTA;2018-04-02;20000000;140000;0;140000;Efecty
38;NOTARIA CUARTA;ESCRITURA;2018-04-19;0;104200;0;104200;Efecty
63;NOTARIA CUARTA;ESCRITURA;2018-04-18;0;104200;0;104200;Efecty
213;GOBERNACION;ACTA;2018-04-02;0;104200;0;104200;SAES
325;NOTARIA UNICA TUMACO;ESCRITURA;2018-04-02;47061000;470600;0;470600;Efecty
71;NOTARIA PRIMERA  IPIALES;ESCRITURA;2018-04-02;3000000;30000;0;30000;Efecty
71;NOTARIA CUARTA;ESCRITURA;2018-04-05;7200000;176200;0;176200;Pago con codbarra
202;NOTARIA UNICA TUMACO;ACTA;2018-04-02;0;104200;0;104200;Efecty
261;GOBERNACION;ACTA;2018-04-02;1000000;7000;0;7000;SAES
72;NOTARIA PRIMERA  IPIALES;ESCRITURA;2018-04-03;500000;5000;0;5000;Efecty
213;GOBERNACION;ACTA;2018-04-02;0;104200;0;104200;SAES
300;NOTARIA PRIMERA  IPIALES;ESCRITURA;2018-04-02;2000000;20000;0;20000;Efecty
261;GOBERNACION;ACTA;2018-04-02;2000000;14000;0;14000;Efecty
38;NOTARIA PRIMERA  IPIALES;ESCRITURA;2018-04-04;0;104200;0;104200;Efecty
38;NOTARIA PRIMERA  IPIALES;ESCRITURA;2018-04-04;0;104200;0;104200;Efecty
263;NOTARIA UNICA TUMACO;ACTA;2018-04-02;0;104200;0;104200;Efecty
38;NOTARIA UNICA TUMACO;ESCRITURA;2018-04-02;0;104200;36400;140600;Efecty
71;NOTARIA CUARTA;ESCRITURA;2018-04-05;85000000;850000;0;850000;Efecty
108;NOTARIA CUARTA;ESCRITURA;2018-04-05;0;104200;0;104200;Efecty
105;NOTARIA CUARTA;ESCRITURA;2018-04-10;0;208400;0;208400;Pago con codbarra
71;NOTARIA CUARTA;ESCRITURA;2018-04-16;65000000;650000;0;650000;SAES
71;NOTARIA PRIMERA;ESCRITURA;2018-04-03;154725000;1547300;0;1547300;Efecty
38;NOTARIA PRIMERA;ESCRITURA;2018-04-03;0;104200;0;104200;Efecty
165;NOTARIA PRIMERA;ESCRITURA;2018-04-06;13000000;130000;0;130000;Efecty
105;NOTARIA SEGUNDA;ESCRITURA;2018-04-03;0;208400;0;208400;Pago con codbarra
205;GOBERNACION;ACTA;2018-04-03;0;104200;1100;105300;SAES
38;NOTARIA CUARTA;ESCRITURA;2018-04-04;0;104200;0;104200;Pago con codbarra
71;NOTARIA SEGUNDA;ESCRITURA;2018-04-09;5000000;50000;0;50000;Efecty
71;NOTARIA UNICA SAMANIEGO;ESCRITURA;2018-04-03;1500000;15000;0;15000;Efecty
38;NOTARIA SEGUNDA;ESCRITURA;2018-04-05;0;104200;0;104200;Pago con codbarra
165;NOTARIA PRIMERA  IPIALES;ESCRITURA;2018-04-03;6000000;60000;0;60000;Efecty
48;NOTARIA SEGUNDA;ESCRITURA;2018-04-10;0;104200;0;104200;SAES
266;NOTARIA SEGUNDA;ESCRITURA;2018-04-03;20000000;200000;0;200000;Pago con codbarra
71;NOTARIA UNICA SAMANIEGO;ESCRITURA;2018-04-03;2000000;20000;0;20000;Efecty
165;NOTARIA SEGUNDA;ESCRITURA;2018-04-05;53000000;530000;0;530000;Pago con codbarra
71;NOTARIA SEGUNDA;ESCRITURA;2018-04-04;30000000;300000;0;300000;Pago con codbarra
313;NOTARIA SEGUNDA;ESCRITURA;2018-04-03;45000000;450000;0;450000;Pago con codbarra
71;NOTARIA UNICA SAMANIEGO;ESCRITURA;2018-04-03;1000000;10000;0;10000;Efecty
105;GOBERNACION;ESCRITURA;2018-04-03;0;104200;3900;108100;SAES
71;NOTARIA PRIMERA  IPIALES;ESCRITURA;2018-04-03;35000000;350000;0;350000;Pago con codbarra
72;NOTARIA UNICA SAMANIEGO;ESCRITURA;2018-04-03;1000000;10000;0;10000;Efecty
71;GOBERNACION;ESCRITURA;2018-04-03;4500000;45000;0;45000;SAES
330;NOTARIA PRIMERA  IPIALES;OFICIO;2018-04-03;8630000;86300;3400;89700;Pago con codbarra
330;NOTARIA PRIMERA  IPIALES;OFICIO;2018-04-03;8630000;86300;3400;89700;Pago con codbarra
320;GOBERNACION;ESCRITURA;2018-04-03;99000000;990000;0;990000;SAES
71;NOTARIA CUARTA;ESCRITURA;2018-04-03;60200000;602000;0;602000;Efecty
205;GOBERNACION;CAMARA DE COMERCIO;2018-04-03;0;104200;0;104200;SAES
74;NOTARIA PRIMERA  IPIALES;ESCRITURA;2018-04-03;200000;2000;0;2000;Efecty
300;NOTARIA PRIMERA  IPIALES;ESCRITURA;2018-04-03;500000;5000;0;5000;Efecty
38;GOBERNACION;ESCRITURA;2018-04-03;0;104200;0;104200;SAES
263;NOTARIA UNICA TUMACO;ACTA;2018-04-03;0;104200;0;104200;Efecty
38;NOTARIA TERCERA;ESCRITURA;2018-04-04;0;104200;0;104200;Pago con codbarra
71;NOTARIA TERCERA;ESCRITURA;2018-04-04;2000000;20000;0;20000;Pago con codbarra
165;NOTARIA PRIMERA  IPIALES;ESCRITURA;2018-04-03;1000000;10000;0;10000;Efecty
113;NOTARIA PRIMERATUQUERRES;ESCRITURA;2018-04-03;41000000;205000;0;205000;Efecty
71;NOTARIA PRIMERATUQUERRES;ESCRITURA;2018-04-03;34000000;340000;0;340000;Efecty
165;NOTARIA PRIMERA  IPIALES;ESCRITURA;2018-04-03;6000000;60000;16700;76700;Efecty
124;NOTARIA UNICA SAMANIEGO;ESCRITURA;2018-04-03;0;104200;0;104200;Efecty
72;NOTARIA PRIMERA  IPIALES;ESCRITURA;2018-04-03;5000000;50000;0;50000;Efecty
71;NOTARIA TERCERA;ESCRITURA;2018-04-04;10000000;100000;0;100000;Efecty
71;NOTARIA CUARTA;ESCRITURA;2018-04-03;28000000;280000;308300;588300;Pago con codbarra
185;GOBERNACION;ACTA;2018-04-03;0;208400;0;208400;Efecty
71;NOTARIA TERCERA;ESCRITURA;2018-04-17;8000000;184200;0;184200;Pago con codbarra
71;GOBERNACION;ESCRITURA;2018-04-03;6300000;63000;7600;70600;SAES
71;NOTARIA TERCERA;ESCRITURA;2018-04-16;3000000;30000;0;30000;Pago con codbarra
16;GOBERNACION;ESCRITURA;2018-04-03;89828000;1315100;58300;1373400;Efecty
187;GOBERNACION;ACTA;2018-04-03;0;104200;42500;146700;Efecty
71;NOTARIA UNICA TUMACO;ESCRITURA;2018-04-03;43300000;433000;0;433000;Efecty
16;GOBERNACION;ESCRITURA;2018-04-03;87400000;1290800;39400;1330200;Efecty
181;NOTARIA PRIMERA  IPIALES;ESCRITURA;2018-04-05;500000;5000;0;5000;Efecty
38;GOBERNACION;ESCRITURA;2018-04-03;92500000;1237600;49500;1287100;Efecty
71;NOTARIA TERCERA;ESCRITURA;2018-04-04;30000000;300000;0;300000;Pago con codbarra
181;NOTARIA PRIMERA  IPIALES;ESCRITURA;2018-04-05;500000;5000;0;5000;Efecty
71;NOTARIA TERCERA;ESCRITURA;2018-04-04;31000000;310000;0;310000;Pago con codbarra
1;GOBERNACION;ESCRITURA;2018-04-03;0;104200;0;104200;SAES
71;NOTARIA CUARTA;ESCRITURA;2018-04-12;3000000;30000;0;30000;Efecty
38;NOTARIA TERCERA;ESCRITURA;2018-04-04;0;104200;0;104200;Pago con codbarra
213;GOBERNACION;ACTA;2018-04-03;0;104200;0;104200;SAES
38;NOTARIA PRIMERA;ESCRITURA;2018-04-03;0;104200;0;104200;Efecty
87;NOTARIA CUARTA;ESCRITURA;2018-04-12;18000000;284200;0;284200;Efecty
38;NOTARIA CUARTA;ESCRITURA;2018-04-04;0;104200;0;104200;Efecty
174;NOTARIA PRIMERA  IPIALES;ACTA;2018-04-03;170000000;1190000;0;1190000;Efecty
187;NOTARIA SEGUNDA;ESCRITURA;2018-04-03;2000000;118200;0;118200;Efecty
71;NOTARIA PRIMERA  IPIALES;ESCRITURA;2018-04-03;9000000;90000;0;90000;Efecty
261;NOTARIA UNICA TUMACO;CONTRATO;2018-04-03;3000000;21000;0;21000;Efecty
71;NOTARIA CUARTA;ESCRITURA;2018-04-03;35000000;350000;0;350000;Pago con codbarra
71;NOTARIA PRIMERA  IPIALES;ESCRITURA;2018-04-03;10000000;100000;0;100000;Efecty
71;NOTARIA CUARTA;ESCRITURA;2018-04-03;80000000;800000;0;800000;Efecty
165;GOBERNACION;CAMARA DE COMERCIO;2018-04-03;100000000;1000000;56300;1056300;Pago con codbarra
71;NOTARIA PRIMERA  IPIALES;ESCRITURA;2018-04-03;3500000;35000;0;35000;Efecty
4;NOTARIA PRIMERA;ESCRITURA;2018-04-04;130800000;1620500;0;1620500;Pago con codbarra
4;GOBERNACION;ESCRITURA;2018-04-03;3000000;238400;0;238400;SAES
317;NOTARIA UNICA TUMACO;ESCRITURA;2018-04-03;0;104200;0;104200;Efecty
71;NOTARIA PRIMERA;ESCRITURA;2018-04-09;3000000;30000;0;30000;Efecty
71;NOTARIA PRIMERA  IPIALES;ESCRITURA;2018-04-06;1500000;15000;0;15000;Efecty
4;NOTARIA UNICA CUMBAL;ESCRITURA;2018-04-03;0;104200;3800;108000;Efecty
261;GOBERNACION;CONTRATO;2018-04-03;1300000;9100;0;9100;SAES
72;NOTARIA PRIMERATUQUERRES;ESCRITURA;2018-04-03;500000;5000;0;5000;Efecty
114;GOBERNACION;ESCRITURA;2018-04-03;25000000;250000;0;250000;SAES
71;NOTARIA CUARTA;ESCRITURA;2018-04-04;63500000;635000;0;635000;Pago con codbarra
71;NOTARIA PRIMERA;ESCRITURA;2018-04-03;175980000;1759800;0;1759800;Pago con codbarra
122;NOTARIA PRIMERATUQUERRES;ACTA;2018-04-03;1000000;7000;0;7000;Efecty
72;NOTARIA PRIMERATUQUERRES;ESCRITURA;2018-04-03;500000;5000;0;5000;Efecty
124;NOTARIA PRIMERATUQUERRES;ESCRITURA;2018-04-03;0;104200;0;104200;Efecty
63;NOTARIA PRIMERATUQUERRES;ESCRITURA;2018-04-05;2500000;129200;0;129200;Efecty
300;NOTARIA PRIMERATUQUERRES;ESCRITURA;2018-04-03;1000000;10000;0;10000;Efecty
71;NOTARIA PRIMERA  IPIALES;ESCRITURA;2018-04-03;17000000;170000;0;170000;Efecty
87;GOBERNACION;ESCRITURA;2018-04-03;0;104200;0;104200;Efecty
71;NOTARIA PRIMERA  IPIALES;ESCRITURA;2018-04-03;17000000;274200;0;274200;Efecty
213;GOBERNACION;ACTA;2018-04-03;0;104200;300;104500;SAES
71;NOTARIA PRIMERA  IPIALES;ESCRITURA;2018-04-03;68040000;680400;0;680400;Efecty
213;GOBERNACION;ACTA;2018-04-03;0;104200;0;104200;SAES
72;NOTARIA PRIMERATUQUERRES;ESCRITURA;2018-04-03;500000;5000;0;5000;Efecty
4;NOTARIA CUARTA;ESCRITURA;2018-04-03;70000000;804200;0;804200;Pago con codbarra
71;NOTARIA CUARTA;ESCRITURA;2018-04-03;146500000;1465000;0;1465000;Efecty
71;NOTARIA PRIMERA  IPIALES;ESCRITURA;2018-04-03;500000;5000;0;5000;Pago con codbarra
71;NOTARIA SEGUNDA;ESCRITURA;2018-04-04;38000000;380000;0;380000;Pago con codbarra
71;NOTARIA SEGUNDA;ESCRITURA;2018-04-06;8200000;82000;0;82000;Efecty
73;NOTARIA SEGUNDA;ESCRITURA;2018-04-04;16600000;166000;0;166000;Pago con codbarra
71;NOTARIA SEGUNDA;ESCRITURA;2018-04-13;11500000;115000;0;115000;Pago con codbarra
205;NOTARIA PRIMERATUQUERRES;ACTA;2018-04-04;0;104200;0;104200;Efecty
38;NOTARIA PRIMERA  IPIALES;ESCRITURA;2018-04-05;180000000;2112500;0;2112500;Efecty
263;NOTARIA UNICA TUMACO;ACTA;2018-04-03;0;104200;0;104200;Efecty
71;NOTARIA UNICA SAMANIEGO;ESCRITURA;2018-04-03;1100000;11000;0;11000;Efecty
74;NOTARIA PRIMERA  IPIALES;ESCRITURA;2018-04-03;1000000;10000;0;10000;Efecty
71;NOTARIA TERCERA;ESCRITURA;2018-04-09;15000000;150000;0;150000;Pago con codbarra
165;NOTARIA TERCERA;ESCRITURA;2018-04-03;46000000;460000;0;460000;Efecty
16;NOTARIA TERCERA;ESCRITURA;2018-04-04;0;104200;0;104200;Efecty
38;NOTARIA TERCERA;ESCRITURA;2018-04-16;76700000;975300;0;975300;Efecty
71;NOTARIA TERCERA;ESCRITURA;2018-04-03;14000000;140000;0;140000;Efecty
261;GOBERNACION;ACTA;2018-04-03;1100000;7700;0;7700;SAES
38;NOTARIA CUARTA;ESCRITURA;2018-04-03;0;104200;0;104200;Pago con codbarra
213;GOBERNACION;ACTA;2018-04-03;0;104200;0;104200;SAES
71;NOTARIA CUARTA;ESCRITURA;2018-04-04;7000000;70000;0;70000;Efecty
71;NOTARIA PRIMERA  IPIALES;ESCRITURA;2018-04-18;143306000;1433100;0;1433100;Efecty
71;GOBERNACION;ESCRITURA;2018-04-03;1000000;114200;0;114200;SAES
300;NOTARIA PRIMERA  IPIALES;ESCRITURA;2018-04-04;500000;5000;0;5000;Efecty
297;GOBERNACION;CAMARA DE COMERCIO;2018-04-03;85000000;595000;63800;658800;SAES
300;NOTARIA PRIMERA  IPIALES;ESCRITURA;2018-04-04;500000;5000;0;5000;Efecty
300;NOTARIA PRIMERA  IPIALES;ESCRITURA;2018-04-04;500000;5000;0;5000;Efecty
300;NOTARIA PRIMERA  IPIALES;ESCRITURA;2018-04-04;500000;5000;0;5000;Efecty
71;NOTARIA CUARTA;ESCRITURA;2018-04-10;4000000;40000;0;40000;Pago con codbarra
165;NOTARIA CUARTA;ESCRITURA;2018-04-30;73000000;730000;0;730000;Efecty
300;NOTARIA PRIMERA  IPIALES;ESCRITURA;2018-04-03;500000;5000;0;5000;Efecty
4;NOTARIA PRIMERA;ESCRITURA;2018-04-03;0;104200;0;104200;Efecty
181;NOTARIA PRIMERA  IPIALES;ESCRITURA;2018-04-03;2500000;25000;0;25000;Efecty
38;NOTARIA PRIMERA;ESCRITURA;2018-04-18;79000000;894200;0;894200;Efecty
38;NOTARIA PRIMERA;ESCRITURA;2018-04-06;86905750;1181700;0;1181700;Efecty
1;NOTARIA CUARTA;ESCRITURA;2018-04-04;5000000;154200;0;154200;Efecty
71;NOTARIA TERCERA;ESCRITURA;2018-04-04;15000000;150000;0;150000;Pago con codbarra
261;GOBERNACION;ACTA;2018-04-03;5000000;35000;0;35000;SAES
38;NOTARIA TERCERA;ESCRITURA;2018-04-11;115950000;1367800;0;1367800;Efecty
71;NOTARIA TERCERA;ESCRITURA;2018-04-04;28000000;280000;0;280000;Efecty
38;NOTARIA PRIMERA;ESCRITURA;2018-04-27;76300000;867200;0;867200;Efecty
71;NOTARIA SEGUNDA;ESCRITURA;2018-04-04;10000000;100000;0;100000;Efecty
38;NOTARIA CUARTA;ESCRITURA;2018-04-04;0;104200;0;104200;Efecty
71;NOTARIA CUARTA;ESCRITURA;2018-04-04;10000000;100000;0;100000;Efecty
38;NOTARIA CUARTA;ESCRITURA;2018-04-04;0;104200;0;104200;Efecty
